측정 일자,정점명,위도,경도,날씨,수심,수층,투명도,수질평가지수(WQI)등급,수온,염분,수소이온농도,용존산소량,화학적산소요구량,암모니아성질소,아질산성질소,질산성질소,용존무기질소,총질소,용존무기인,총인,규산규소,부유물질,클로로필에이
2017-08-26,제주항 H01,33.526111,126.54,구름조금,5,저증,1.2,2,23.68,32.55,8.2,6.61,1.35,0.74,2.69,18.97,22.4,100.72,9.08,12.49,321.47,37.15,1.32
2017-08-26,제주항 H02,33.527222,126.530556,구름조금,7,표층,2.3,5,25.93,25.96,8.01,6.4,2.5,6.85,31.84,278.6,317.28,469.84,9.98,36.05,889.76,5.2,1.59
2017-08-26,제주항 H02,33.527222,126.530556,구름조금,7,저증,2.3,5,25.75,29.01,7.98,5.44,2.5,5.16,34.72,142.18,182.07,325.39,22.44,30.63,655.68,8.6,2.34
2017-08-26,한림항 H01,33.415556,126.255278,구름조금,10,표층,2.3,3,26.85,27.39,7.89,6.72,2.08,11.69,28.41,234.21,274.3,498.98,13.49,47.13,214.98,6.9,0.44
2017-08-26,한림항 H01,33.415556,126.255278,구름조금,10,저증,2.3,3,26.59,28.46,7.95,6.84,2.08,13.66,2.58,18.68,34.91,429.78,15.75,44.73,424.12,12.7,0.52
2017-08-26,한림항 H02,33.418056,126.259722,구름조금,14,표층,5.5,3,28.3,29.47,8.29,6.63,1.69,0.57,2.72,64.44,67.73,783.36,9.89,61.33,256.31,3.3,0.48
2017-08-26,한림항 H02,33.418056,126.259722,구름조금,14,저증,5.5,3,23.37,31.78,8.29,6.15,1.69,1.25,0.97,43.29,45.51,176.04,8.87,9.39,200.65,2.75,0.42
2017-08-27,서귀포항 H01,33.236389,126.565278,맑음,3,표층,1.3,3,26.82,31.46,8.05,5.91,2.02,5.03,8.04,13.72,26.79,197.81,14.29,28.43,548.35,9.9,1.38
2017-08-27,서귀포항 H01,33.236389,126.565278,맑음,3,저증,1.3,3,26.95,31.39,8.05,6,2.02,3.9,5.18,17.77,26.85,220.81,24.09,26.97,413.81,18.1,2.75
2017-08-27,서귀포항 H02,33.240278,126.56,맑음,16,표층,2.2,3,25.61,28.91,8,6.42,1.85,7.14,23.11,293.33,323.58,341.57,18.5,39.62,390.1,16.1,0.68
2017-08-27,서귀포항 H02,33.240278,126.56,맑음,16,저증,2.2,3,25.34,29.15,8,6.47,1.85,8.02,20.34,239.54,267.91,436.73,36.86,39.03,525.9,18.2,0.62
2018-02-25,서귀포항 H01,33.236389,126.565278,구름조금,4,표층,4.3,2,14.54,34.14,8.28,8.22,1.84,15.51,3.15,128.8,147.46,288.18,16.28,20.65,533.09,6.65,0.25
2018-02-25,서귀포항 H01,33.236389,126.565278,구름조금,4,저증,4.3,2,14.56,34.24,8.29,8.62,1.84,15.76,2.93,66.67,85.36,193.82,12.9,16.96,274.2,6.85,1.15
2018-02-25,서귀포항 H02,33.240278,126.56,구름조금,4,표층,4,3,14.55,34.01,8.28,8.46,1.56,19.12,2.95,133.73,155.81,294.67,15.5,23.1,3207.88,6.15,0.53
2018-02-25,서귀포항 H02,33.240278,126.56,구름조금,4,저증,4,3,14.62,34.06,8.28,8.25,1.56,15.71,3.05,143.22,161.98,171.92,15.22,19.44,265.61,12.05,2.6
2018-02-25,성산포항 H01,33.470833,126.9275,구름조금,4,표층,4,3,12.64,34,8.34,10.24,1.68,17.84,3.11,80.01,100.95,203.15,17.11,19.5,444.39,3.45,0.18
2018-02-25,성산포항 H01,33.470833,126.9275,구름조금,4,저증,4,3,12.65,34,8.35,10.12,1.68,8.79,3.46,81.72,93.97,202.09,17.05,19.78,434.78,3.75,0.19
2018-02-25,제주항 H01,33.526111,126.54,구름조금,13,표층,10,3,13.67,34.33,8.3,9.12,1.54,17.07,4.24,1352.43,1373.73,1484.59,37.2,38.59,3207.88,10.15,0.19
2018-02-25,제주항 H01,33.526111,126.54,구름조금,13,저증,10,3,13.65,34.34,8.3,9.1,1.54,3.28,2.77,1554.49,1560.54,1567.62,16.7,22.02,3376.94,9.35,0.25
2018-02-25,제주항 H02,33.527222,126.530556,구름조금,5,표층,4.5,3,13.76,34.22,8.29,9.22,1.59,7.04,2.97,477.05,487.06,609.9,20,41.97,1654.24,3.05,0.4
2018-02-25,제주항 H02,33.527222,126.530556,구름조금,5,저증,4.5,3,13.8,34.3,8.29,8.11,1.59,1.83,4.24,90.96,97.03,120.72,20.8,23.16,333.4,6.93,0.38
2018-02-25,한림항 H01,33.415556,126.255278,구름조금,8,표층,4.2,3,12.75,34.11,8.29,8.97,1.27,21.34,3.67,171,196,266.07,22.04,22.29,339.42,4.45,0.17
2018-02-25,한림항 H01,33.415556,126.255278,구름조금,8,저증,4.2,3,12.92,34.19,8.29,8.85,1.27,28.49,3.67,159.67,191.83,288.11,20.74,22.44,318.84,5.65,0.32
2018-02-25,한림항 H02,33.418056,126.259722,구름조금,5,표층,4.5,3,12.28,33.84,8.27,10.33,1.78,36.74,4.07,195.26,236.07,408.84,22.32,27.09,364.28,5.15,0.17
2018-02-25,한림항 H02,33.418056,126.259722,구름조금,5,저증,4.5,3,12.55,33.98,8.27,9.2,1.78,14.34,4.55,239.01,257.89,342.27,22.2,26.16,411.52,5.95,0.71
2018-08-30,서귀포항 H01,33.236389,126.565278,구름조금,4,표층,2.7,3,22.87,31.49,8.29,7.27,1.43,14.31,0.8,27,42.11,175.69,0.02,28.95,211,1.94,3.32
2018-08-30,서귀포항 H01,33.236389,126.565278,구름조금,4,저증,2.7,3,22.7,32.12,8.31,7.91,1.43,17.15,3.2,41.9,62.25,260.6,1.7,21.89,160.9,1.56,0.12
2018-08-30,서귀포항 H02,33.240278,126.56,구름조금,4,표층,1.6,3,22.66,31.85,8.33,7.09,1.48,19.96,4.1,517.2,541.26,869.69,10.9,35.56,2352.7,6,0.78
2018-08-30,서귀포항 H02,33.240278,126.56,구름조금,4,저증,1.6,3,22.6,32.34,8.31,7.79,1.48,15.29,2.6,66.9,84.79,259.99,0.5,23.1,465.1,4.89,2.4
2018-08-30,성산포항 H01,33.470833,126.9275,구름많음,5,표층,3.5,3,22.76,32.54,8.27,6.78,1.77,13.17,3.1,26.8,43.07,167.08,0.1,29.67,305.4,4.22,2
2018-08-30,성산포항 H01,33.470833,126.9275,구름많음,5,저증,3.5,3,22.46,32.57,8.29,7.53,1.77,11.55,1.5,22.2,35.25,100.13,0.1,10.97,207.5,4.07,11.38
2018-08-30,제주항 H01,33.526111,126.54,구름많음,14,표층,0.4,4,21.7,32.5,8.3,7.28,1.75,20.71,3.7,157.2,181.61,200.33,0.1,23.19,544.6,8,4.5
2018-08-30,제주항 H01,33.526111,126.54,구름많음,14,저증,0.4,4,19.57,33,8.27,6.94,1.75,18.49,3.4,40.1,61.99,214.56,0.5,18.04,168.1,4.7,5.66
2018-08-30,제주항 H02,33.527222,126.530556,구름많음,6,표층,1.4,3,21.39,32.16,8.28,6.88,1.14,7.83,1.7,16.4,25.93,162.27,0.1,24.68,180,7.83,6.12
2018-08-30,제주항 H02,33.527222,126.530556,구름많음,6,저증,1.4,3,21.32,32.45,8.29,7.06,1.14,8.72,3.2,41.5,53.42,190.95,2.5,18.41,173.5,1.89,1.55
2018-08-30,한림항 H01,33.415556,126.255278,구름많음,6,표층,2.1,3,22.13,32.46,8.2,7.24,2.01,13.75,5,85.8,104.55,116.7,0.4,12.43,21.3,5.5,9.72
2018-08-30,한림항 H01,33.415556,126.255278,구름많음,6,저증,2.1,3,20.7,32.94,8.19,6.97,2.01,17.39,0.5,10.3,28.19,185.36,0.1,15.28,51.5,3.61,7.72
2018-08-30,한림항 H02,33.418056,126.259722,구름많음,4,표층,1.8,4,21.85,32.48,8.1,6.9,2.08,26.78,7.1,346.2,380.08,424.24,0,27.47,214.6,6.61,13.08
2018-08-30,한림항 H02,33.418056,126.259722,구름많음,4,저증,1.8,4,21.49,32.74,8.02,6.57,2.08,53.48,5.3,136.9,195.68,494.1,0.5,30.35,53,6.67,13.8
2019-02-27,성산포항 H01,33.470833,126.9275,구름많음,5,표층,2.1,3,12.56,33.88,8.25,9.47,1.15,22.67,3.74,114,140.41,245.55,16,22.04,486,6.45,0.14
2019-02-27,성산포항 H01,33.470833,126.9275,구름많음,5,저증,2.1,3,12.67,33.84,8.25,9.61,1.15,22.76,3.3,112.74,138.81,265.37,14.79,24.71,485.91,8.5,0.17
2019-02-27,제주항 H01,33.526111,126.54,구름많음,14,표층,7.7,1,14.96,34.21,8.23,9.07,1.01,9.51,2.49,77.78,89.78,91.94,11.53,13.55,273.73,3.2,0.41
2019-02-27,제주항 H01,33.526111,126.54,구름많음,14,저증,7.7,1,14.98,34.22,8.23,9.23,1.01,5.18,2.38,74.48,82.04,139.73,10.82,17.89,254.04,3.85,0.42
2019-02-27,제주항 H02,33.527222,126.530556,구름많음,6,표층,5.7,3,14.73,33.38,8.25,9.39,1.4,16.41,2.46,682.65,701.53,792.3,15.56,50.53,2847.6,4.05,0.51
2019-02-27,제주항 H02,33.527222,126.530556,구름많음,6,저증,5.7,3,14.97,33.79,8.24,9.42,1.4,14.64,2.24,64.48,81.37,141.2,10.79,15.47,263.23,4.2,0.47
2019-02-27,한림항 H01,33.415556,126.255278,구름많음,7,표층,2.1,3,13.56,33.92,8.19,9.57,0.94,14.67,3.04,232.05,249.76,254.31,17.89,24.17,414.65,16.05,0.27
2019-02-27,한림항 H01,33.415556,126.255278,구름많음,7,저증,2.1,3,13.79,33.95,8.2,9.42,0.94,13.76,2.72,223.79,240.27,279.41,17.08,22.48,403.82,56.35,0.46
2019-02-27,한림항 H02,33.418056,126.259722,구름많음,5,표층,1.7,3,13.12,33.62,8.2,9.37,0.58,21.08,3.53,290.85,315.46,321.57,18.94,25.07,501.56,12,0.18
2019-02-27,한림항 H02,33.418056,126.259722,구름많음,5,저증,1.7,3,13.46,33.65,8.15,9.04,0.58,30.67,3.19,297.81,331.67,402.46,20,27.87,501.14,11.6,0.29
2019-02-28,서귀포항 H01,33.236389,126.565278,구름많음,6,표층,4.7,2,15.31,33.32,8.16,8.58,0.37,25.37,3.08,160.29,188.73,285.81,14.97,20.49,725.62,2.4,0.16
2019-02-28,서귀포항 H01,33.236389,126.565278,구름많음,6,저증,4.7,2,15.58,33.55,8.18,8.69,0.37,10.16,2.44,72.72,85.32,128.32,11.13,15.25,280.5,6.55,0.36
2019-02-28,서귀포항 H02,33.240278,126.56,구름많음,5,표층,4.5,3,15.53,33.3,8.18,8.39,1.36,27.4,3.32,260.39,291.1,297.64,14.6,17.81,1195.07,3.3,0.35
2019-02-28,서귀포항 H02,33.240278,126.56,구름많음,5,저증,4.5,3,15.76,33.48,8.16,8.42,1.36,11.09,2.65,90.99,104.72,194.85,11.97,20,380.69,4.65,0.64
2019-08-13,서귀포항 H01,33.236389,126.565278,맑음,4,표층,2.4,3,26.99,28.66,8.12,8.19,1.71,12.43,6.57,33.28,52.28,598.67,14.14,28.99,1190.53,4.6,4.16
2019-08-13,서귀포항 H01,33.236389,126.565278,맑음,4,저증,2.4,3,26.84,29.09,8.13,8.39,1.71,0.66,5.7,26.76,33.12,447.01,11.66,25.27,1212.99,4.9,3.44
2019-08-13,서귀포항 H02,33.240278,126.56,맑음,3,표층,2.3,4,26.79,26.2,8.09,7.52,1.96,38.7,8.37,118.29,165.35,1397.44,40.58,47.21,1243.7,4.2,4.88
2019-08-13,서귀포항 H02,33.240278,126.56,맑음,3,저증,2.3,4,26.83,27.43,8,6.72,1.96,0.43,5.18,26.04,31.66,435.43,11.28,26.2,1033.93,5,3.22
2019-08-13,성산포항 H01,33.470833,126.9275,맑음,4,표층,2.5,3,27.24,30.65,8.13,8.23,2.68,31.88,8.71,11.09,51.68,326.66,9.49,24.58,1134.67,5.3,26.28
2019-08-13,성산포항 H01,33.470833,126.9275,맑음,4,저증,2.5,3,26.55,30.93,8.15,7.69,2.68,26.46,6.66,9.16,42.28,307.92,8.84,26.16,942.23,8.85,2.76
2019-08-13,제주항 H01,33.526111,126.54,맑음,14,표층,10.5,2,27.1,30.82,8.13,7.05,1.88,10.57,1.79,4.76,17.12,206.64,5.86,9.7,431.51,9.35,6.9
2019-08-13,제주항 H01,33.526111,126.54,맑음,14,저증,10.5,2,26.85,31.04,8.18,8.26,1.88,14.66,1.29,2.49,18.44,151.98,3.78,12.46,348.29,8.5,3.76
2019-08-13,제주항 H02,33.527222,126.530556,맑음,6,표층,3.2,4,26.91,30.75,8.13,7.69,2.04,22.92,2.56,17.15,42.63,380.91,17.61,25.27,1023.46,10.9,17.1
2019-08-13,제주항 H02,33.527222,126.530556,맑음,6,저증,3.2,4,26.95,30.77,8.16,8.29,2.04,33.63,2.17,6.55,42.35,229.7,9.67,19.07,507.53,9.05,5.98
2019-08-13,한림항 H01,33.415556,126.255278,맑음,7,표층,2.8,2,26.82,31.05,8.1,7.09,2.2,24.72,5.5,24.64,54.87,481.12,9.49,22.57,510.78,6.45,0.93
2019-08-13,한림항 H01,33.415556,126.255278,맑음,7,저증,2.8,2,26.8,31.08,8.11,7.05,2.2,28.95,3.84,9.36,42.14,272.33,8.9,18.91,382.12,6.05,0.77
2019-08-13,한림항 H02,33.418056,126.259722,맑음,5,표층,1.5,2,26.91,30.9,8.12,7.02,1.47,46.12,4.4,16.01,66.52,387.42,11.07,25.33,453.99,8.2,0.3
2019-08-13,한림항 H02,33.418056,126.259722,맑음,5,저증,1.5,2,26.54,31.3,8.1,7.02,1.47,37.67,4.51,15.97,58.15,369.17,14.73,21.48,458.92,12.25,0.26
2020-02-19,성산포항 H01,33.470833,126.9275,맑음,4,표층,3.5,3,11.45,33.44,8.34,9.74,1.35,11.63,4.52,217.35,233.51,287.57,15.31,23.06,690.12,26.05,0.28
2020-02-19,성산포항 H01,33.470833,126.9275,맑음,4,저증,3.5,3,11.53,33.48,8.29,9.7,1.35,15.79,4.34,212.44,232.57,268.31,15.47,19.38,672.9,20.35,0.25
2020-02-19,제주항 H01,33.526111,126.54,맑음,14,표층,2.3,2,14.31,33.87,8.26,8.68,0.87,10.57,3.04,110,123.61,182.2,13.21,18.51,401.27,24.25,0.13
2020-02-19,제주항 H01,33.526111,126.54,맑음,14,저증,2.3,2,14.39,34.16,8.24,8.86,0.87,3.01,3.51,122.51,129.04,148.75,15.19,16.12,432.82,17.3,0.06
2020-02-19,제주항 H02,33.527222,126.530556,맑음,5,표층,2.3,4,14.45,34,8.24,8.88,1,5.05,2.76,388.21,396.02,553.91,32.18,47.83,1813.67,17.55,0.1
2020-02-19,제주항 H02,33.527222,126.530556,맑음,5,저증,2.3,4,14.54,34.07,8.25,8.5,1,5.63,3.39,104.75,113.76,223.36,14.07,23.1,394.27,19.1,0.15
2020-02-19,한림항 H01,33.415556,126.255278,맑음,7,표층,1.8,3,13.34,34.19,8.25,8.54,0.68,10.77,2.65,190.53,203.94,278.66,14.79,22.2,337.15,20.1,0.13
2020-02-19,한림항 H01,33.415556,126.255278,맑음,7,저증,1.8,3,12.77,34,8.25,8.58,0.68,7.42,2.04,190.9,200.37,359.87,14.76,25.05,317.94,22.85,0.08
2020-02-19,한림항 H02,33.418056,126.259722,맑음,4,표층,1.8,3,12.67,33.92,8.25,8.78,0.93,19.19,2.09,219.81,241.09,318.65,17.27,24.24,355.07,6.35,0.1
2020-02-19,한림항 H02,33.418056,126.259722,맑음,4,저증,1.8,3,12.7,33.96,8.24,8.56,0.93,14.97,2.87,295.85,313.68,326.91,20.18,22.72,469.67,16.4,0.07
2020-02-20,서귀포항 H01,33.236389,126.565278,맑음,5,표층,5,3,16.13,33.97,8.3,8.29,1.03,7.49,3.3,220.05,230.85,260.19,15.22,21.61,1026.42,18.7,0.04
2020-02-20,서귀포항 H01,33.236389,126.565278,맑음,5,저증,5,3,16.27,34.35,8.29,8.14,1.03,0.76,2.77,64.41,67.94,136.08,8.65,13.58,246.48,18.75,0.18
2020-02-20,서귀포항 H02,33.240278,126.56,맑음,5,표층,5,2,16.14,34.12,8.28,9.16,1.05,5.14,3.09,189.63,197.86,294.66,13.33,25.54,919.44,26.55,0.38
2020-02-20,서귀포항 H02,33.240278,126.56,맑음,5,저증,5,2,16.2,34.24,8.29,8.8,1.05,4.49,1.88,46.13,52.5,179.75,6.76,19.62,214.45,19.65,0.48
2020-08-19,서귀포항 H01,33.236389,126.565278,맑음,4,표층,1.5,4,26.49,29.66,8.52,8.47,3.05,60.89,2.25,131.84,194.98,495.82,0.4,28.71,586.01,6.1,9.42
2020-08-19,서귀포항 H01,33.236389,126.565278,맑음,4,저증,1.5,4,26.48,29.69,8.48,9.05,3.05,37.6,2.44,189.24,229.28,294.49,0.65,20.18,585.37,4.9,10.82
2020-08-19,서귀포항 H02,33.240278,126.56,맑음,3,표층,3,4,26.82,30.76,8.53,8.77,2.93,27.05,3.16,658.57,688.79,1001.59,11.1,41.04,3355.94,7.1,7.18
2020-08-19,서귀포항 H02,33.240278,126.56,맑음,3,저증,3,4,26.85,31.2,8.49,8.73,2.93,3.26,2.09,187.92,193.27,401.55,0.56,17.24,1229.9,3.05,1.81
2020-08-19,성산포항 H01,33.470833,126.9275,맑음,4,표층,1.2,3,27.28,31.66,8.54,8.64,3.23,20.43,1.05,0.76,22.23,198.46,0.01,20.31,673.93,6.2,4.42
2020-08-19,성산포항 H01,33.470833,126.9275,맑음,4,저증,1.2,3,27.03,31.75,8.52,8.36,3.23,13.55,0.2,3.16,16.91,184.34,0.01,19.53,449.71,8.65,6.86
2020-08-19,제주항 H01,33.526111,126.54,맑음,14,표층,8.7,2,26.18,31.89,8.1,7.11,0.83,5.91,0.38,18.55,24.84,160.68,0.01,12.52,291.82,3.2,2.12
2020-08-19,제주항 H01,33.526111,126.54,맑음,14,저증,8.7,2,22.52,32.87,8.4,6.67,0.83,55.37,0.22,5.92,61.52,143.92,0.01,11.81,173.01,2.7,2.1
2020-08-19,제주항 H02,33.527222,126.530556,맑음,6,표층,3.5,3,25.83,31.2,8.1,8.5,1.02,24.36,2.45,142.94,169.75,249.47,4.56,19.07,692.58,4.1,2.18
2020-08-19,제주항 H02,33.527222,126.530556,맑음,6,저증,3.5,3,25.09,32.1,8.4,8.59,1.02,18.13,1.53,39.87,59.53,164.99,0.22,14.82,298,5.5,4.16
2020-08-19,한림항 H01,33.415556,126.255278,맑음,2,표층,2.2,3,26.83,31.88,8.43,7.84,1.07,19.22,2.46,89.39,111.08,215.99,0.01,15.75,117.66,4.65,4.52
2020-08-19,한림항 H01,33.415556,126.255278,맑음,2,저증,2.2,3,24.85,32.74,8.49,7.8,1.07,31.28,0.64,29.61,61.53,189.66,0.01,14.91,64.62,5.35,8.9
2020-08-19,한림항 H02,33.418056,126.259722,맑음,9,표층,1.2,3,26.55,31.96,8.37,7.22,1.23,31.28,1.26,81.86,114.39,247.79,0.01,20.46,123.34,13.85,7.5
2020-08-19,한림항 H02,33.418056,126.259722,맑음,9,저증,1.2,3,25.89,32.28,8.37,6.97,1.23,1.09,0.45,35.08,36.62,221,0.01,21.45,75.54,16.1,11.44
2021-02-14,서귀포항 H01,33.236389,126.565278,맑음,19,표층,11.5,1,15.77,34.54,8.26,8.8,1.19,4.42,6.08,85.06,95.56,153.2,9.33,10.32,176.01,16.2,0.77
2021-02-14,서귀포항 H01,33.236389,126.565278,맑음,19,저증,11.5,1,15.76,34.57,8.27,8.61,1.19,0.83,4.4,61.54,66.77,146.96,12.12,13.18,473.84,19.95,0.82
2021-02-14,서귀포항 H02,33.240278,126.56,맑음,5,표층,5,2,15.99,34.17,8.24,8.31,1.04,19.08,4.86,68.01,91.95,241.6,9.73,28.43,176.88,20.2,0.93
2021-02-14,서귀포항 H02,33.240278,126.56,맑음,5,저증,5,2,16.03,34.16,8.26,8.56,1.04,8.67,3.65,51.16,63.48,178.61,7.69,18.26,175.39,24.3,2.12
2021-02-14,성산포항 H01,33.470833,126.9275,맑음,4,표층,4,2,14.9,33.91,8.29,9.57,1.19,15.37,4.83,67.62,87.82,173.64,9.08,19.69,157.3,17,0.29
2021-02-14,성산포항 H01,33.470833,126.9275,맑음,4,저증,4,2,14.88,33.92,8.29,9.61,1.19,17.42,3.19,44.69,65.3,230.36,7.63,19.87,193.28,16.7,0.37
2021-02-15,제주항 H01,33.526111,126.54,맑음,13,표층,8,1,14.81,34.45,8.28,7.95,1.03,3.81,3.89,54.49,62.19,119.13,8.03,11.5,161.48,16.6,1.11
2021-02-15,제주항 H01,33.526111,126.54,맑음,13,저증,8,1,14.86,34.44,8.28,8.86,1.03,0.46,3.86,54.1,58.42,160.5,7.29,9.67,186.82,29,0.96
2021-02-15,제주항 H02,33.527222,126.530556,맑음,11,표층,9.5,1,14.99,34.55,8.28,6.34,1.16,0.27,4.52,63.31,68.1,133.7,10.45,13.86,191.24,21.35,1.07
2021-02-15,제주항 H02,33.527222,126.530556,맑음,11,저증,9.5,1,14.96,34.55,8.28,8.71,1.16,0.48,2.91,40.77,44.16,137.55,8.09,12.43,199.3,23.95,1.2
2021-02-24,한림항 H01,33.415556,126.255278,맑음,7,표층,5,2,13.85,34.2,8.27,8.97,1.16,45.04,3.05,42.73,90.82,276.05,8.12,21.98,200.7,32.25,0.23
2021-02-24,한림항 H01,33.415556,126.255278,맑음,7,저증,5,2,13.73,34.22,8.21,7.77,1.16,27.22,3.78,52.92,83.92,420.49,12.71,13.86,362.32,25.9,0.31
2021-02-24,한림항 H02,33.418056,126.259722,맑음,4,표층,4,2,13.7,34.2,8.26,8.86,0.96,11.84,3.37,47.24,62.45,665.81,9.67,15.13,190.85,21.9,0.69
2021-02-24,한림항 H02,33.418056,126.259722,맑음,4,저증,4,2,13.72,34.11,8.29,9.44,0.96,23.58,3.67,51.35,78.6,331.2,15.69,21.92,369.15,19.8,0.63
2021-08-30,서귀포항 H01,33.236389,126.565278,맑음,14,표층,8,3,23.25,31.54,8.17,9.26,1.56,13.5,3.4,282.3,299.2,407.06,3.1,19.78,1018.95,27.2,3.52
2021-08-30,서귀포항 H01,33.236389,126.565278,맑음,14,저증,8,3,22.41,32.03,8.1,7.05,1.56,13.4,4.7,83.3,101.4,166.66,12.4,26.41,306.12,28.4,1.29
2021-08-30,서귀포항 H02,33.240278,126.56,맑음,3,표층,3,4,23.5,27.48,8.09,8.97,0.86,23.5,6.3,2163.9,2193.7,2444.97,48.7,63.83,4446.23,7.75,0.37
2021-08-30,서귀포항 H02,33.240278,126.56,맑음,3,저증,3,4,23.52,27.73,8.17,6.62,0.86,17.6,4.6,117.3,139.5,329.8,3.16,33.17,573.08,33.15,4.54
2021-08-31,성산포항 H01,33.470833,126.9275,맑음,6,표층,3,3,26.27,30.92,8.31,8.8,2.01,9.2,3.5,52.1,64.8,197.32,1.55,19.13,227.75,31.25,4.78
2021-08-31,성산포항 H01,33.470833,126.9275,맑음,6,저증,3,3,26.16,30.92,8.28,8.45,2.01,13,3.1,41,57.1,142.2,0.84,15.04,181.3,21.15,4.52
2021-08-31,제주항 H01,33.526111,126.54,맑음,15,표층,6,2,26.48,30.74,8.2,7.36,1.25,3.6,2.1,59.7,65.4,130.38,1.18,11.44,192.33,29.1,1.74
2021-08-31,제주항 H01,33.526111,126.54,맑음,15,저증,6,2,25.57,31.24,8.2,7.47,1.25,5.9,1.8,36.1,43.8,143,1.92,11.16,121.91,30.75,0.89
2021-08-31,제주항 H02,33.527222,126.530556,맑음,12,표층,8.7,1,26.72,30.83,8.2,8.7,1.35,15.2,1.8,38,55,86.67,1.12,8.15,138.15,22.95,0.62
2021-08-31,제주항 H02,33.527222,126.530556,맑음,12,저증,8.7,1,25.89,31.22,8.18,7.54,1.35,12.4,2.7,47.4,62.5,158.56,2.36,10.91,127.43,21.1,0.56
2021-08-31,한림항 H01,33.415556,126.255278,맑음,7,표층,3,3,24.57,31.51,8.36,10.06,2.15,8.6,4.5,159.1,172.2,243.75,1.15,15.75,96.49,32.95,0.67
2021-08-31,한림항 H01,33.415556,126.255278,맑음,7,저증,3,3,24.65,31.57,8.17,6.94,2.15,6.4,3,76.3,85.7,167.82,1.09,14.42,162.43,20.65,4.08
2021-08-31,한림항 H02,33.418056,126.259722,맑음,5,표층,2,4,26.92,30.69,8.3,9.49,2.52,27.6,4.7,431.8,464.1,1155.43,1.49,24.99,355.38,25.45,10.4
2021-08-31,한림항 H02,33.418056,126.259722,맑음,5,저증,2,4,26.22,31,8.29,9.31,2.52,22.1,5,230.3,257.4,449.61,1.86,20.46,179.73,26.05,18.4
